"","X","ID","SURVEY1w7","PARENTw7","BRT1Aw7","BRT2Aw7","BRT2Bw7","ARA2Aw7","ARA2Bw7","HOUSEw7","HAK2Aw7","HAK2Bw7","JOB1Aw7","JOB1Bw7","JOB4Aw7","JOB4Bw7","INCOMEw7","INCOME1w7","PAR2w7","PHY1Aw7","PHY1Bw7","PHY3Aw7","PSY1A06w7","PSY1A07w7","PSY1B01w7","PSY1B02w7","PSY1B03w7","PSY1B04w7","PSY1B05w7","PSY1B06w7","PSY1D01w7","PSY1D02w7","PSY1D03w7","PSY1D04w7","PSY1D05w7","PSY1E01w7","PSY1E02w7","PSY1E03w7","PSY1E04w7","PSY1E05w7","PSY1E06w7","PSY1E07w7","PSY1E08w7","PSY1E09w7","PSY1E10w7","PSY2A01w7","PSY2A02w7","PSY2A03w7","PSY2A04w7","PSY2A05w7","PSY2A06w7","PSY2A07w7","PSY2A08w7","PSY2A09w7","PSY2A10w7","PSY3B01w7","PSY3B02w7","PSY3B03w7","FAM1Aw7","FAM1Bw7","FAM1Cw7","FAM1Dw7","FAM3A04w7","FAM3B01w7","FAM3B02w7","FAM3B03w7","FAM3B04w7","abuse_sum"
"569",680,53402,"조사성공","어머니",2003,1974,1976,"전라남도",3518,"아파트","전문대 졸","대졸","일을 하고 있다","일을 하고 있지 않다","관리자",NA,4000,"약간 잘 사는 편","만족하는 편이다",164,75,"매우 건강하다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","매우 그렇다","그런 편이다","그런 편이다","전혀 그렇지 않다","매우 그렇다","그런 편이다","그런 편이다","전혀 그렇지 않다","매우 그렇다","그런 편이다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","매우 그렇다","그런 편이다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","그렇지 않은 편이다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",1,1,1,1,4
"570",681,53404,"조사성공","어머니",2003,1972,1976,"광주광역시",2302,"아파트","전문대 졸","고졸","일을 하고 있다","일을 하고 있다","서비스종사자","사무종사자",4000,"보통(중간) 수준","만족하는 편이다",160,45,"건강한 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","매우 그렇다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",1,1,1,1,4
"571",682,53406,"조사성공","어머니",2003,1971,1973,"광주광역시",2302,"아파트","대졸","대졸","일을 하고 있다","일을 하고 있지 않다","서비스종사자",NA,4900,"약간 못 사는 편","만족하는 편이다",150,33,"건강한 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","매우 그렇다","그런 편이다","전혀 그렇지 않다","매우 그렇다","그런 편이다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",2,1,1,1,5
"572",684,53408,"조사성공","어머니",2003,1973,1980,"광주광역시",2302,"아파트","고졸","대졸","일을 하고 있다","일을 하고 있지 않다","기능원 및 관련 기능 종사자",NA,3000,"보통(중간) 수준","만족하는 편이다",156,54,"건강한 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","매우 그렇다","그런 편이다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","그런 편이다","매우 그렇다","매우 그렇다","그렇지 않은 편이다","그런 편이다","매우 그렇다","매우 그렇다","그런 편이다","그런 편이다","매우 그렇다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",3,3,3,2,11
"573",685,53409,"조사성공","어머니",2003,1968,1975,"광주광역시",2302,"아파트","대졸","전문대 졸","일을 하고 있다","일을 하고 있다","사무종사자","사무종사자",6000,"약간 잘 사는 편","만족하는 편이다",164,47,"건강한 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","매우 그렇다","그런 편이다","(한)조부모+부모+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",3,1,1,1,6
"574",686,53410,"조사성공","어머니",2003,1967,1971,"광주광역시",2302,"아파트","대졸","대졸","일을 하고 있다","일을 하고 있다","사무종사자","전문가 및 관련종사자",5300,"보통(중간) 수준","매우 만족한다",157,46,"매우 건강하다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",2,1,1,1,5
"575",688,53412,"조사성공","어머니",2003,1971,1976,"광주광역시",2302,"아파트","대졸","대졸","일을 하고 있다","일을 하고 있다","기능원 및 관련 기능 종사자","사무종사자",4000,"보통(중간) 수준","만족하는 편이다",158,44,"매우 건강하다","전혀 그렇지 않다","그런 편이다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","그런 편이다","매우 그렇다","그런 편이다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",1,1,1,4,7
"576",689,53413,"조사성공","어머니",2003,NA,1971,"광주광역시",2302,"단독 주택","고졸","고졸","일을 하고 있다","일을 하고 있다","서비스종사자","서비스종사자",3000,"보통(중간) 수준","만족하지 못하는 편이다",156,50,"매우 건강하다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이다","없다","그런 편이다",2,2,2,2,8
"577",690,53414,"조사성공","어머니",2002,1974,1978,"광주광역시",2303,"아파트","전문대 졸","전문대 졸","일을 하고 있다","일을 하고 있지 않다","전문가 및 관련종사자",NA,4300,"보통(중간) 수준","만족하는 편이다",164,NA,"매우 건강하다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",2,3,2,2,9
"578",692,53416,"조사성공","어머니",2003,1974,NA,"광주광역시",2302,"단독 주택","대졸","대졸","일을 하고 있다","일을 하고 있지 않다","사무종사자",NA,4800,"약간 못 사는 편","만족하지 못하는 편이다",160,50,"건강한 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","(한)조부모+부모+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",2,2,1,1,6
"579",693,53417,"조사성공","어머니",2003,1959,1959,"광주광역시",2302,"단독 주택","대학원 졸","대졸","일을 하고 있다","일을 하고 있지 않다","관리자",NA,3800,"보통(중간) 수준","만족하는 편이다",164,68,"건강한 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","매우 그렇다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","매우 그렇다","그렇지 않은 편이다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","그렇지 않은 편이다","매우 그렇다","매우 그렇다","그런 편이다","매우 그렇다","(한)조부모+부모+자녀","친아버지+친어머니","다문화 가정이 아니다","없다","매우 그렇다",3,1,1,1,6
"580",695,53419,"조사성공","어머니",2003,1966,1972,"광주광역시",2302,"아파트","대졸","전문대 졸","일을 하고 있다","일을 하고 있다","사무종사자","전문가 및 관련종사자",7300,"보통(중간) 수준","만족하는 편이다",164,53,"매우 건강하다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",2,2,1,1,6
